"No.","Time","Source","Destination","Protocol","Length","Info"
"162","119.347515354","157.240.0.60","10.0.2.15","TCP","1446","443  >  34064 [PSH, ACK] Seq=7227 Ack=1717 Win=65535 Len=1392 [TCP segment of a reassembled PDU]"
"163","119.347564937","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=1717 Ack=8619 Win=65535 Len=0"
"164","119.355497633","157.240.0.60","10.0.2.15","TLSv1.2","886","Application Data, Application Data"
"165","119.355544301","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=1717 Ack=9451 Win=65535 Len=0"
"166","119.587533711","10.0.2.15","157.240.0.60","TLSv1.2","145","Application Data"
"167","119.587818427","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=9451 Ack=1808 Win=65535 Len=0"
"168","119.755580785","10.0.2.15","157.240.0.60","TLSv1.2","157","Application Data"
"169","119.756128015","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=9451 Ack=1911 Win=65535 Len=0"
"170","119.925923628","157.240.0.60","10.0.2.15","TLSv1.2","144","Application Data"
"171","119.925992367","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=1911 Ack=9541 Win=65535 Len=0"
"262","128.694724763","157.240.0.60","10.0.2.15","TLSv1.2","131","Application Data"
"263","128.694787280","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=1911 Ack=9618 Win=65535 Len=0"
"266","132.122550284","157.240.0.60","10.0.2.15","TLSv1.2","131","Application Data"
"267","132.122592103","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=1911 Ack=9695 Win=65535 Len=0"
