"No.","Time","Source","Destination","Protocol","Length","Info"
"349","33.228629899","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"350","33.228713200","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"351","33.228754939","10.0.2.15","213.57.24.97","QUIC","74","Protected Payload (KP0), DCID=9281000a3cb5d5f9"
"352","33.228812786","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"353","33.228812816","213.57.24.97","10.0.2.15","QUIC","538","Protected Payload (KP0)"
"354","33.228856869","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"355","33.228954703","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"356","33.229071572","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"357","33.229071843","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"358","33.229157233","213.57.24.97","10.0.2.15","QUIC","794","Protected Payload (KP0)"
"359","33.229211475","213.57.24.97","10.0.2.15","QUIC","666","Protected Payload (KP0)"
"360","33.246217130","213.57.24.97","10.0.2.15","QUIC","90","Protected Payload (KP0)"
"361","33.246308191","10.0.2.15","213.57.24.97","QUIC","75","Protected Payload (KP0), DCID=9281000a3cb5d5f9"
"362","33.254360552","10.0.2.15","213.57.24.97","QUIC","75","Protected Payload (KP0), DCID=9281000a3cb5d5f9"
"389","48.010332740","157.240.0.60","10.0.2.15","TLSv1.2","131","Application Data"
"390","48.010385158","10.0.2.15","157.240.0.60","TCP","54","56326  >  443 [ACK] Seq=664 Ack=4138 Win=64022 Len=0"
"391","49.016587507","157.240.0.60","10.0.2.15","TLSv1.2","283","Application Data"
"392","49.016623655","10.0.2.15","157.240.0.60","TCP","54","56326  >  443 [ACK] Seq=664 Ack=4367 Win=64022 Len=0"
"393","49.146066276","10.0.2.15","157.240.0.60","TLSv1.2","144","Application Data"
"394","49.146905350","157.240.0.60","10.0.2.15","TCP","60","443  >  56326 [ACK] Seq=4367 Ack=754 Win=65535 Len=0"
"395","49.180338354","10.0.2.15","157.240.0.60","TLSv1.2","156","Application Data"
"396","49.180972423","157.240.0.60","10.0.2.15","TCP","60","443  >  56326 [ACK] Seq=4367 Ack=856 Win=65535 Len=0"
"397","49.344988317","157.240.0.60","10.0.2.15","TLSv1.2","143","Application Data"
"398","49.345019977","10.0.2.15","157.240.0.60","TCP","54","56326  >  443 [ACK] Seq=856 Ack=4456 Win=64022 Len=0"
"409","65.936681022","10.0.2.15","157.240.0.60","TLSv1.2","118","Application Data"
"410","65.937261410","157.240.0.60","10.0.2.15","TCP","60","443  >  56326 [ACK] Seq=4456 Ack=920 Win=65535 Len=0"
"411","67.027736824","157.240.0.60","10.0.2.15","TLSv1.2","2022","Application Data, Application Data"
"412","67.027807557","10.0.2.15","157.240.0.60","TCP","54","56326  >  443 [ACK] Seq=920 Ack=6424 Win=62780 Len=0"
"413","67.131900983","10.0.2.15","213.57.24.97","QUIC","1292","Initial, DCID=0e82f0e3cdbcbea8, PKN: 1, PADDING, CRYPTO, PING"
"414","67.132295573","10.0.2.15","213.57.24.97","QUIC","121","0-RTT, DCID=0e82f0e3cdbcbea8"
"415","67.132588242","10.0.2.15","213.57.24.97","QUIC","637","0-RTT, DCID=0e82f0e3cdbcbea8"
"416","67.143339406","10.0.2.15","157.240.0.60","TLSv1.2","144","Application Data"
"417","67.143739897","157.240.0.60","10.0.2.15","TCP","60","443  >  56326 [ACK] Seq=6424 Ack=1010 Win=65535 Len=0"
"418","67.152380954","213.57.24.97","10.0.2.15","QUIC","1274","Initial, SCID=8c81000312825206, PKN: 3763889, CRYPTO, ACK, PADDING"
"419","67.152381345","213.57.24.97","10.0.2.15","QUIC","250","Handshake, SCID=8c81000312825206"
"420","67.152467556","213.57.24.97","10.0.2.15","QUIC","90","Protected Payload (KP0)"
"421","67.152532668","213.57.24.97","10.0.2.15","QUIC","122","Protected Payload (KP0)"
"422","67.152640090","213.57.24.97","10.0.2.15","QUIC","90","Protected Payload (KP0)"
"423","67.152924814","10.0.2.15","213.57.24.97","QUIC","123","Handshake, DCID=8c81000312825206"
"424","67.153084934","10.0.2.15","213.57.24.97","QUIC","76","Protected Payload (KP0), DCID=8c81000312825206"
"425","67.170855754","213.57.24.97","10.0.2.15","QUIC","81","Handshake, SCID=8c81000312825206"
"426","67.171120330","213.57.24.97","10.0.2.15","QUIC","378","Protected Payload (KP0)"
"427","67.199021849","10.0.2.15","213.57.24.97","QUIC","77","Protected Payload (KP0), DCID=8c81000312825206"
"428","67.347241826","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"429","67.347434087","213.57.24.97","10.0.2.15","QUIC","570","Protected Payload (KP0)"
"430","67.347434147","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"431","67.347633020","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"432","67.347633140","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"433","67.347725734","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"434","67.347847893","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
